date,year,action,ticker,company,index_name,reason
"September 23, 2024",2024,added,PI,Impinj,SP600SmallCap,PI replaced RILY as it was no longer representative of the small-cap market space.
"September 23, 2024",2024,removed,RILY,B. Riley Financial,SP600SmallCap,PI replaced RILY as it was no longer representative of the small-cap market space.
"September 6, 2024",2024,added,INVX,"Innovex International, Inc.",SP600SmallCap,Dril-Quip (DRQ) merged with Innovex and began trading under symbol INVX.
"September 6, 2024",2024,removed,DRQ,"Dril-Quip, Inc.",SP600SmallCap,Dril-Quip (DRQ) merged with Innovex and began trading under symbol INVX.
"August 9, 2024",2024,added,SWI,SolarWinds,SP600SmallCap,SWI replaced SPWR after it filed for Chapter 11 bankruptcy and is no longer eligible for continued inclusion in the S&P 600.
"August 9, 2024",2024,removed,SPWR,SunPower,SP600SmallCap,SWI replaced SPWR after it filed for Chapter 11 bankruptcy and is no longer eligible for continued inclusion in the S&P 600.
"July 31, 2024",2024,added,SNDR,Schneider National,SP600SmallCap,SNDR replaced SLCA after it was acquired by Apollo Global Management.
"July 31, 2024",2024,removed,SLCA,U.S. Silica Holdings,SP600SmallCap,SNDR replaced SLCA after it was acquired by Apollo Global Management.
"July 26, 2024",2024,added,QDEL,QuidelOrtho,SP600SmallCap,HIBB was acquired by JD Sports. QDEL was moved from the S&P 400 to replace it as it was more representative of the small cap market space.
"July 26, 2024",2024,removed,HIBB,Hibbett Sports,SP600SmallCap,HIBB was acquired by JD Sports. QDEL was moved from the S&P 400 to replace it as it was more representative of the small cap market space.
"July 22, 2024",2024,added,GTES,Gates Corporation,SP600SmallCap,"GTES replaced ANF, which replaced Equitrans Midstream in the S&P 400 after it was acquired by EQT Corporation."
"July 22, 2024",2024,removed,ANF,Abercrombie & Fitch Company,SP600SmallCap,"GTES replaced ANF, which replaced Equitrans Midstream in the S&P 400 after it was acquired by EQT Corporation."
"July 3, 2024",2024,added,PTGX,Protagonist Therapeutics,SP600SmallCap,PTGX replaced WIRE after it was acquired by Prysmian Group.
"July 3, 2024",2024,removed,WIRE,Encore Wire Corporation,SP600SmallCap,PTGX replaced WIRE after it was acquired by Prysmian Group.
"June 24, 2024",2024,added,CMA,Comerica,SP600SmallCap,CMA was moved from the S&P 500 as it was more representative of the small cap market space. ADTN was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"June 24, 2024",2024,removed,ADTN,ADTRAN,SP600SmallCap,CMA was moved from the S&P 500 as it was more representative of the small cap market space. ADTN was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"June 24, 2024",2024,added,RHI,Robert Half,SP600SmallCap,RHI was moved from the S&P 500 as it was more representative of the small cap market space. HOUS was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"June 24, 2024",2024,removed,HOUS,Anywhere Real Estate,SP600SmallCap,RHI was moved from the S&P 500 as it was more representative of the small cap market space. HOUS was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"June 24, 2024",2024,added,LEG,Leggett & Platt,SP600SmallCap,LEG was moved from the S&P 400 as it was more representative of the small cap market space. MEI was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"June 24, 2024",2024,removed,MEI,Methode Electronics,SP600SmallCap,LEG was moved from the S&P 400 as it was more representative of the small cap market space. MEI was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"June 24, 2024",2024,added,HTZ,Hertz,SP600SmallCap,HTZ was moved from the S&P 400 as it was more representative of the small cap market space. CLDT was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"June 24, 2024",2024,removed,CLDT,Chatham Lodging Trust,SP600SmallCap,HTZ was moved from the S&P 400 as it was more representative of the small cap market space. CLDT was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"June 24, 2024",2024,added,GO,Grocery Outlet,SP600SmallCap,GO was moved from the S&P 400 as it was more representative of the small cap market space. NFBK was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"June 24, 2024",2024,removed,NFBK,"Northfield Bancorp,",SP600SmallCap,GO was moved from the S&P 400 as it was more representative of the small cap market space. NFBK was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"June 24, 2024",2024,added,PENN,Penn Entertainment,SP600SmallCap,PENN was moved from the S&P 400 as it was more representative of the small cap market space. XPER was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"June 24, 2024",2024,removed,XPER,Xperi,SP600SmallCap,PENN was moved from the S&P 400 as it was more representative of the small cap market space. XPER was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"June 24, 2024",2024,added,IART,Integra Lifesciences,SP600SmallCap,IART was moved from the S&P 400 as it was more representative of the small cap market space. RGP was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"June 24, 2024",2024,removed,RGP,Resources Connection,SP600SmallCap,IART was moved from the S&P 400 as it was more representative of the small cap market space. RGP was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"June 24, 2024",2024,added,WERN,Werner Enterprises,SP600SmallCap,WERN was moved from the S&P 400 as it was more representative of the small cap market space. ATNI was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"June 24, 2024",2024,removed,ATNI,ATN International,SP600SmallCap,WERN was moved from the S&P 400 as it was more representative of the small cap market space. ATNI was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"June 24, 2024",2024,added,KRYS,Krystal Biotech,SP600SmallCap,KRYS replaced OSUR as it was no longer representative of the small-cap market space.
"June 24, 2024",2024,removed,OSUR,OraSure Technologies,SP600SmallCap,KRYS replaced OSUR as it was no longer representative of the small-cap market space.
"June 24, 2024",2024,added,VIRT,Virtu Financial,SP600SmallCap,VIRT replaced MCS as it was no longer representative of the small-cap market space.
"June 24, 2024",2024,removed,MCS,Marcus Corporation,SP600SmallCap,VIRT replaced MCS as it was no longer representative of the small-cap market space.
"June 24, 2024",2024,added,STEP,StepStone Group,SP600SmallCap,STEP replaced TTEC as it was no longer representative of the small-cap market space.
"June 24, 2024",2024,removed,TTEC,TTEC Holdings,SP600SmallCap,STEP replaced TTEC as it was no longer representative of the small-cap market space.
"June 24, 2024",2024,added,WHD,Cactus,SP600SmallCap,WHD replaced MED as it was no longer representative of the small-cap market space.
"June 24, 2024",2024,removed,MED,Medifast,SP600SmallCap,WHD replaced MED as it was no longer representative of the small-cap market space.
"June 24, 2024",2024,added,TDW,Tidewate,SP600SmallCap,TDW replaced CRNC as it was no longer representative of the small-cap market space.
"June 24, 2024",2024,removed,CRNC,Cerence,SP600SmallCap,TDW replaced CRNC as it was no longer representative of the small-cap market space.
"May 8, 2024",2024,added,MARA,Marathon Digital,SP600SmallCap,"MARA replaced AAON, which replaced Vistra Corp in the S&P 400 after it was moved to the S&P 500."
"May 8, 2024",2024,removed,AAON,AAON,SP600SmallCap,"MARA replaced AAON, which replaced Vistra Corp in the S&P 400 after it was moved to the S&P 500."
"May 7, 2024",2024,added,DOCN,DigitalOcean,SP600SmallCap,DOCN replaced AGTI after it was acquired by Thomas H. Lee Partners.
"May 7, 2024",2024,removed,AGTI,Agiliti,SP600SmallCap,DOCN replaced AGTI after it was acquired by Thomas H. Lee Partners.
"May 6, 2024",2024,added,IAC,IAC Inc.,SP600SmallCap,IAC replaced AEL after it was acquired by Brookfield Reinsurance.
"May 6, 2024",2024,removed,AEL,American Equity Investment Life Holding Co.,SP600SmallCap,IAC replaced AEL after it was acquired by Brookfield Reinsurance.
"April 23, 2024",2024,added,CNS,Cohen & Steers,SP600SmallCap,CNS replaced KAMN after it was acquired by Arcline Investment Management.
"April 23, 2024",2024,removed,KAMN,Kaman Corporation,SP600SmallCap,CNS replaced KAMN after it was acquired by Arcline Investment Management.
"April 22, 2024",2024,added,CABO,Cable One,SP600SmallCap,MDC was acquired by Sekisui House. CABO was moved from the S&P 400 to replace it as it was more representative of the small cap market space.
"April 22, 2024",2024,removed,MDC,MDC Holdings,SP600SmallCap,MDC was acquired by Sekisui House. CABO was moved from the S&P 400 to replace it as it was more representative of the small cap market space.
"April 3, 2024",2024,added,VFC,VF Corporation,SP600SmallCap,VFC was moved from the S&P 500 as it was more representative of the small cap market space. MODV was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"April 3, 2024",2024,removed,MODV,ModivCare,SP600SmallCap,VFC was moved from the S&P 500 as it was more representative of the small cap market space. MODV was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"April 3, 2024",2024,added,FOXF,Fox Factory,SP600SmallCap,FOXF was moved from the S&P 400 as it was more representative of the small cap market space. SSP was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"April 3, 2024",2024,removed,SSP,E. W. Scripps Company,SP600SmallCap,FOXF was moved from the S&P 400 as it was more representative of the small cap market space. SSP was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"April 1, 2024",2024,added,RUN,Sunrun,SP600SmallCap,PGTI was acquired by MITER Brands. RUN was moved from the S&P 400 to replace it as it was more representative of the small cap market space.
"April 1, 2024",2024,removed,PGTI,PGT Innovations,SP600SmallCap,PGTI was acquired by MITER Brands. RUN was moved from the S&P 400 to replace it as it was more representative of the small cap market space.
"April 1, 2024",2024,added,NARI,Inari Medical,SP600SmallCap,CPE was acquired by APA Corporation. NARI was moved from the S&P 400 to replace it as it was more representative of the small cap market space.
"April 1, 2024",2024,removed,CPE,Callon Petroleum,SP600SmallCap,CPE was acquired by APA Corporation. NARI was moved from the S&P 400 to replace it as it was more representative of the small cap market space.
"March 18, 2024",2024,added,CALX,"Calix, Inc.",SP600SmallCap,CALX was moved from the S&P 400 as it was more representative of the small cap market space. CYTK was moved to the S&P 400 as it was more representative of the mid-cap market space.
"March 18, 2024",2024,removed,CYTK,Cytokinetics,SP600SmallCap,CALX was moved from the S&P 400 as it was more representative of the small cap market space. CYTK was moved to the S&P 400 as it was more representative of the mid-cap market space.
"March 18, 2024",2024,added,MPW,Medical Properties Trust,SP600SmallCap,MPW was moved from the S&P 400 as it was more representative of the small cap market space. AIT was moved to the S&P 400 as it was more representative of the mid-cap market space.
"March 18, 2024",2024,removed,AIT,Applied Industrial Technologies,SP600SmallCap,MPW was moved from the S&P 400 as it was more representative of the small cap market space. AIT was moved to the S&P 400 as it was more representative of the mid-cap market space.
"March 18, 2024",2024,added,MGY,Magnolia Oil & Gas,SP600SmallCap,MGY replaced CRMT as it was no longer representative of the small-cap market space.
"March 18, 2024",2024,removed,CRMT,Americas Carmart,SP600SmallCap,MGY replaced CRMT as it was no longer representative of the small-cap market space.
"March 18, 2024",2024,added,AL,Air Lease Corporation,SP600SmallCap,AL replaced TBI as it was no longer representative of the small-cap market space.
"March 18, 2024",2024,removed,TBI,TrueBlue,SP600SmallCap,AL replaced TBI as it was no longer representative of the small-cap market space.
"March 18, 2024",2024,added,BOX,"Box, Inc.",SP600SmallCap,BOX replaced FORR as it was no longer representative of the small-cap market space.
"March 18, 2024",2024,removed,FORR,Forrester Research,SP600SmallCap,BOX replaced FORR as it was no longer representative of the small-cap market space.
"March 18, 2024",2024,added,BGC,BGC Group,SP600SmallCap,BGC replaced OIS as it was no longer representative of the small-cap market space.
"March 18, 2024",2024,removed,OIS,Oil States International,SP600SmallCap,BGC replaced OIS as it was no longer representative of the small-cap market space.
"March 18, 2024",2024,added,BL,BlackLine Systems,SP600SmallCap,BL replaced APPS as it was no longer representative of the small-cap market space.
"March 18, 2024",2024,removed,APPS,Digital Turbine,SP600SmallCap,BL replaced APPS as it was no longer representative of the small-cap market space.
"March 18, 2024",2024,added,ARCH,Arch Resources,SP600SmallCap,ARCH replaced CCSI as it was no longer representative of the small-cap market space.
"March 18, 2024",2024,removed,CCSI,Consensus Cloud Solutions,SP600SmallCap,ARCH replaced CCSI as it was no longer representative of the small-cap market space.
"March 18, 2024",2024,added,MGEE,MGE Energy,SP600SmallCap,MGEE replaced IRBT as it was no longer representative of the small-cap market space.
"March 18, 2024",2024,removed,IRBT,iRobot,SP600SmallCap,MGEE replaced IRBT as it was no longer representative of the small-cap market space.
"March 4, 2024",2024,added,CXM,Sprinklr,SP600SmallCap,CXM replaced MDRX after it was suspended from the Nasdaq Stock Market due to non-compliance with listing rules and is no longer eligible for continued inclusion in the S&P 600.
"March 4, 2024",2024,removed,MDRX,Veradigm,SP600SmallCap,CXM replaced MDRX after it was suspended from the Nasdaq Stock Market due to non-compliance with listing rules and is no longer eligible for continued inclusion in the S&P 600.
"January 23, 2024",2024,added,BTU,Peabody Energy,SP600SmallCap,"BTU replaced ELF, which replaced Spirit Realty Capital in the S&P 400 after it was acquired by Realty Income."
"January 23, 2024",2024,removed,ELF,"e.l.f. Beauty, Inc.",SP600SmallCap,"BTU replaced ELF, which replaced Spirit Realty Capital in the S&P 400 after it was acquired by Realty Income."
"January 5, 2024",2024,added,PDCO,Patterson Companies,SP600SmallCap,CHS was acquired by Sycamore Partners. PDCO was moved from the S&P 400 to replace it as it was more representative of the small cap market space.
"January 5, 2024",2024,removed,CHS,Chico's FAS,SP600SmallCap,CHS was acquired by Sycamore Partners. PDCO was moved from the S&P 400 to replace it as it was more representative of the small cap market space.
"January 2, 2024",2024,added,SATS,EchoStar,SP600SmallCap,SATS replaced DISH after it acquired the company.
"January 2, 2024",2024,removed,DISH,Dish Network,SP600SmallCap,SATS replaced DISH after it acquired the company.
"January 2, 2024",2024,added,VYX,NCR Voyix,SP600SmallCap,"LTHM was merged with Allkem. The combined company, renamed Arcadium Lithium, will have a projected total market capitalization that is more representative of the mid-cap market space. VYX was moved from the S&P 400 to replace it as it was more representative of the small cap market space."
"January 2, 2024",2024,removed,LTHM,Livent Corp.,SP600SmallCap,"LTHM was merged with Allkem. The combined company, renamed Arcadium Lithium, will have a projected total market capitalization that is more representative of the mid-cap market space. VYX was moved from the S&P 400 to replace it as it was more representative of the small cap market space."
"January 2, 2024",2024,added,RUSHA,Rush Enterprises,SP600SmallCap,RUSHA replaced RPT after it was acquired by Kimco Realty.
"January 2, 2024",2024,removed,RPT,RPT Realty,SP600SmallCap,RUSHA replaced RPT after it was acquired by Kimco Realty.
"December 18, 2023",2023,added,SEE,Sealed Air,SP600SmallCap,SEE was moved from the S&P 500 as it was more representative of the small cap market space. OFIX was moved to the S&P 400 as it was more representative of the mid-cap market space.
"December 18, 2023",2023,removed,OFIX,Orthofix Medical,SP600SmallCap,SEE was moved from the S&P 500 as it was more representative of the small cap market space. OFIX was moved to the S&P 400 as it was more representative of the mid-cap market space.
"December 18, 2023",2023,added,ALSK,Alaska Air Group,SP600SmallCap,ALSK was moved from the S&P 500 as it was more representative of the small cap market space. RMBS was moved to the S&P 400 as it was more representative of the mid-cap market space.
"December 18, 2023",2023,removed,RMBS,Rambus,SP600SmallCap,ALSK was moved from the S&P 500 as it was more representative of the small cap market space. RMBS was moved to the S&P 400 as it was more representative of the mid-cap market space.
"December 18, 2023",2023,added,SEDG,SolarEdge,SP600SmallCap,SEDG was moved from the S&P 500 as it was more representative of the small cap market space. FIX was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"December 18, 2023",2023,removed,FIX,Comfort Systems USA,SP600SmallCap,SEDG was moved from the S&P 500 as it was more representative of the small cap market space. FIX was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"December 18, 2023",2023,added,MODG,Topgolf Callaway Brands,SP600SmallCap,MODG was moved from the S&P 400 as it was more representative of the small cap market space. CLFD was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"December 18, 2023",2023,removed,CLFD,Clearfield,SP600SmallCap,MODG was moved from the S&P 400 as it was more representative of the small cap market space. CLFD was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"December 18, 2023",2023,added,VSTS,Vestis,SP600SmallCap,VSTS was moved from the S&P 400 as it was more representative of the small cap market space. OSPN was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"December 18, 2023",2023,removed,OSPN,OneSpan,SP600SmallCap,VSTS was moved from the S&P 400 as it was more representative of the small cap market space. OSPN was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"December 18, 2023",2023,added,ALKS,Alkermes,SP600SmallCap,ALKS replaced CYH as it was no longer representative of the small-cap market space.
"December 18, 2023",2023,removed,CYH,"Community Health Systems, Inc.",SP600SmallCap,ALKS replaced CYH as it was no longer representative of the small-cap market space.
"December 18, 2023",2023,added,AWI,Armstrong World Industries,SP600SmallCap,AWI replaced IVR as it was no longer representative of the small-cap market space.
"December 18, 2023",2023,removed,IVR,Invesco Mortgage Capital,SP600SmallCap,AWI replaced IVR as it was no longer representative of the small-cap market space.
"December 18, 2023",2023,added,NHC,National Healthcare,SP600SmallCap,NHC replaced CDMO as it was no longer representative of the small-cap market space.
"December 18, 2023",2023,removed,CDMO,Avid Bioservices,SP600SmallCap,NHC replaced CDMO as it was no longer representative of the small-cap market space.
"December 18, 2023",2023,added,PJT,PJT Partners,SP600SmallCap,PJT replaced JRVR as it was no longer representative of the small-cap market space.
"December 18, 2023",2023,removed,JRVR,James River Group Holdings,SP600SmallCap,PJT replaced JRVR as it was no longer representative of the small-cap market space.
"December 4, 2023",2023,added,WS,Worthington Steel,SP600SmallCap,"WS was spun off from Worthington Industries, and replaced SNBR which was no longer representative of the small-cap market space. Post spin-off Worthington Industries was renamed Worthington Enterprises."
"December 4, 2023",2023,removed,SNBR,Sleep Number,SP600SmallCap,"WS was spun off from Worthington Industries, and replaced SNBR which was no longer representative of the small-cap market space. Post spin-off Worthington Industries was renamed Worthington Enterprises."
"November 30, 2023",2023,removed,VRTV,Veritiv,SP600SmallCap,"CWEN replaced VRTV after it was acquired by Clayton, Dubilier & Rice."
"November 30, 2023",2023,added,WOR,Worthington Industries,SP600SmallCap,"AVTA was acquired by Aretec Group, Inc. WOR was moved from the S&P 400 to replace it as it was more representative of the small cap market space."
"November 30, 2023",2023,removed,AVTA,Avantax,SP600SmallCap,"AVTA was acquired by Aretec Group, Inc. WOR was moved from the S&P 400 to replace it as it was more representative of the small cap market space."
"November 30, 2023",2023,added,ICUI,ICU Medical,SP600SmallCap,PACW was acquired by Banc of California. ICUI was moved from the S&P 400 to replace it as it was more representative of the small cap market space.
"November 30, 2023",2023,removed,PACW,PacWest Bancorp,SP600SmallCap,PACW was acquired by Banc of California. ICUI was moved from the S&P 400 to replace it as it was more representative of the small cap market space.
"November 13, 2023",2023,added,ACIW,ACI Worldwide,SP600SmallCap,NXGN was acquired by Thoma Bravo. ACIW was moved from the S&P 400 to replace it as it was more representative of the small cap market space.
"November 13, 2023",2023,removed,NXGN,NextGen Healthcare,SP600SmallCap,NXGN was acquired by Thoma Bravo. ACIW was moved from the S&P 400 to replace it as it was more representative of the small cap market space.
"November 10, 2023",2023,added,AMR,Alpha Metallurgical Resources,SP600SmallCap,AMR replaced AVID after it was acquired by Symphony Technology Group.
"November 10, 2023",2023,removed,AVID,Avid Technology,SP600SmallCap,AMR replaced AVID after it was acquired by Symphony Technology Group.
"November 7, 2023",2023,added,ENV,Envestnet,SP600SmallCap,TWNK was acquired by The J.M. Smucker Company. ENV was moved from the S&P 400 to replace it as it was more representative of the small cap market space.
"November 7, 2023",2023,removed,TWNK,Hostess Brands,SP600SmallCap,TWNK was acquired by The J.M. Smucker Company. ENV was moved from the S&P 400 to replace it as it was more representative of the small cap market space.
"October 20, 2023",2023,added,VICR,Vicor Corporation,SP600SmallCap,CIR was acquired by KKR & Co. Inc. VICR was moved from the S&P 400 to replace it as it was more representative of the small cap market space.
"October 20, 2023",2023,removed,CIR,CIRCOR International,SP600SmallCap,CIR was acquired by KKR & Co. Inc. VICR was moved from the S&P 400 to replace it as it was more representative of the small cap market space.
"October 18, 2023",2023,added,OGN,Organon & Co.,SP600SmallCap,OGN was moved from the S&P 500 as it was more representative of the small cap market space. ONTO was moved to the S&P 400 as it was more representative of the mid-cap market space.
"October 18, 2023",2023,removed,ONTO,Onto Innovation,SP600SmallCap,OGN was moved from the S&P 500 as it was more representative of the small cap market space. ONTO was moved to the S&P 400 as it was more representative of the mid-cap market space.
"October 18, 2023",2023,added,NATL,NCR Atleos,SP600SmallCap,"NATL was spun off from S&P 400 constituent NCR Corporation, renamed NCR Atleos, and replaced iTeos which was no longer representative of the small-cap market space."
"October 18, 2023",2023,removed,ITOS,iTeos Therapeutics,SP600SmallCap,"NATL was spun off from S&P 400 constituent NCR Corporation, renamed NCR Atleos, and replaced iTeos which was no longer representative of the small-cap market space."
"October 3, 2023",2023,added,KLG,WK Kellogg Co,SP600SmallCap,"KLG was spun off from S&P 500 constituent Kellogg's, renamed WK Kellogg, and replaced AVD which was no longer representative of the small-cap market space."
"October 3, 2023",2023,removed,AVD,American Vanguard Corporation,SP600SmallCap,"KLG was spun off from S&P 500 constituent Kellogg's, renamed WK Kellogg, and replaced AVD which was no longer representative of the small-cap market space."
"October 3, 2023",2023,added,KSS,Kohl's,SP600SmallCap,KSS was moved from the S&P 400 as it was more representative of the small cap market space. HA was removed from the S&P 600 as it was no longer representative of the small-cap market space.
"October 3, 2023",2023,removed,HA,Hawaiian Holdings,SP600SmallCap,KSS was moved from the S&P 400 as it was more representative of the small cap market space. HA was removed from the S&P 600 as it was no longer representative of the small-cap market space.
